,AFG,AHO,ALG,ANZ,ARG,ARM,AUS,AUT,AZE,BAH,BAR,BDI,BEL,BER,BLR,BOH,BOT,BRA,BRN,BUL,CAN,CHI,CHN,CIV,CMR,COL,CRC,CRO,CUB,CYP,CZE,DEN,DJI,DOM,ECU,EGY,ERI,ESP,EST,ETH,EUN,FIJ,FIN,FRA,FRG,GAB,GBR,GDR,GEO,GER,GHA,GRE,GRN,GUA,GUY,HAI,HKG,HUN,INA,IND,IOA,IRI,IRL,IRQ,ISL,ISR,ISV,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KOS,KSA,KUW,LAT,LIB,LIE,LTU,LUX,MAR,MAS,MDA,MEX,MGL,MKD,MNE,MON,MOZ,MRI,NAM,NED,NEP,NGR,NIG,NOR,NZL,PAK,PAN,PAR,PER,PHI,POL,POR,PRK,PUR,QAT,ROU,RSA,RUS,SCG,SEN,SGP,SLO,SRB,SRI,SUD,SUI,SUR,SVK,SWE,SYR,TAN,TCH,TGA,THA,TJK,TOG,TPE,TTO,TUN,TUR,UAE,UAR,UGA,UKR,URS,URU,USA,UZB,VEN,VIE,WIF,YUG,ZAM,ZIM
1972,0.0,0.0,0.0,0.0,1.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,25.0,112.0,0.0,29.0,171.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,59.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,25.0,14.0,15.0,0.0,0.0,0.0,0.0,47.0,0.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,26.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,259.0,0.0,195.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
1976,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,21.0,110.0,0.0,33.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,41.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.0,25.0,16.0,0.0,0.0,0.0,0.0,73.0,2.0,2.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,175.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0
1980,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,0.0,21.0,30.0,8.0,0.0,48.0,303.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,43.0,0.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,496.0,0.0,30.0,0.0,1.0,0.0,0.0,57.0,0.0,15.0
1984,0.0,0.0,2.0,0.0,0.0,0.0,52.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,91.0,0.0,74.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,31.0,70.0,166.0,0.0,73.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,7.0,0.0,50.0,0.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,19.0,23.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,64.0,1.0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,0.0,361.0,0.0,3.0,0.0,0.0,88.0,1.0,0.0
1988,0.0,1.0,0.0,0.0,13.0,0.0,35.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,41.0,29.0,1.0,52.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0,31.0,129.0,0.0,54.0,213.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,7.0,0.0,21.0,0.0,9.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,33.0,24.0,1.0,0.0,0.0,12.0,1.0,21.0,1.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,46.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,366.0,0.0,214.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
1992,0.0,0.0,2.0,0.0,2.0,0.0,57.0,35.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,17.0,80.0,0.0,85.0,0.0,0.0,1.0,0.0,15.0,69.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,3.0,279.0,0.0,20.0,69.0,0.0,0.0,50.0,0.0,0.0,236.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,66.0,4.0,0.0,59.0,0.0,8.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,11.0,0.0,47.0,16.0,16.0,0.0,0.0,1.0,1.0,46.0,0.0,11.0,1.0,1.0,53.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,42.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.0,0.0,3.0,0.0,20.0,2.0,132.0,3.0,1.0,5.0,0.0,1.0,6.0,0.0,23.0,0.0,0.0,63.0,0.0,21.0,50.0,0.0,106.0,0.0,0.0,0.0,1.0,28.0,55.0,0.0,13.0,23.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,3.0,0.0,0.0,4.0,51.0,0.0,0.0,26.0,0.0,2.0,124.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,43.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,71.0,16.0,0.0,42.0,11.0,8.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,73.0,0.0,24.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,1.0,0.0,38.0,5.0,115.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,3.0,31.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,34.0,0.0,0.0,259.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,15.0,0.0,0.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,13.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0,0.0,5.0,0.0,20.0,1.0,183.0,4.0,3.0,11.0,1.0,0.0,7.0,0.0,22.0,0.0,0.0,48.0,0.0,13.0,31.0,17.0,79.0,0.0,18.0,1.0,2.0,10.0,65.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,8.0,0.0,0.0,5.0,66.0,0.0,0.0,54.0,0.0,6.0,118.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,53.0,8.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,65.0,23.0,0.0,44.0,7.0,7.0,1.0,73.0,0.0,2.0,1.0,3.0,0.0,0.0,17.0,0.0,5.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,79.0,0.0,8.0,0.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,4.0,0.0,1.0,46.0,5.0,187.0,25.0,0.0,0.0,3.0,0.0,1.0,0.0,14.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,35.0,0.0,1.0,242.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,74.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,0.0,49.0,0.0,157.0,8.0,5.0,2.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,40.0,0.0,17.0,17.0,4.0,94.0,0.0,1.0,2.0,0.0,21.0,62.0,0.0,13.0,29.0,0.0,1.0,0.0,5.0,1.0,30.0,3.0,7.0,0.0,0.0,2.0,53.0,0.0,0.0,57.0,0.0,4.0,149.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,40.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,104.0,13.0,0.0,93.0,8.0,7.0,0.0,52.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,8.0,0.0,7.0,6.0,0.0,0.0,17.0,0.0,0.0,12.0,3.0,5.0,0.0,0.0,39.0,10.0,189.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,1.0,0.0,11.0,1.0,0.0,0.0,47.0,0.0,0.0,263.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0
2006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0,15.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1.0,0.0,2.0,0.0,51.0,6.0,149.0,3.0,7.0,7.0,0.0,0.0,5.0,0.0,29.0,0.0,0.0,78.0,0.0,5.0,35.0,1.0,184.0,0.0,1.0,2.0,0.0,5.0,47.0,0.0,7.0,19.0,0.0,2.0,1.0,1.0,0.0,70.0,3.0,7.0,0.0,0.0,5.0,77.0,0.0,0.0,81.0,0.0,6.0,99.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,3.0,0.0,2.0,3.0,0.0,14.0,1.0,0.0,42.0,14.0,0.0,51.0,13.0,15.0,2.0,78.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,23.0,0.0,22.0,15.0,0.0,1.0,0.0,0.0,0.0,20.0,2.0,6.0,0.0,0.0,22.0,1.0,142.0,0.0,0.0,3.0,5.0,15.0,0.0,1.0,11.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,6.0,1.0,7.0,0.0,0.0,0.0,31.0,0.0,0.0,317.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,14.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,1.0,0.0,1.0,0.0,19.0,3.0,114.0,0.0,10.0,4.0,0.0,0.0,3.0,0.0,23.0,0.0,1.0,59.0,1.0,2.0,55.0,0.0,125.0,0.0,0.0,8.0,0.0,35.0,14.0,1.0,14.0,16.0,0.0,2.0,0.0,2.0,0.0,63.0,2.0,7.0,0.0,0.0,5.0,82.0,0.0,1.0,126.0,0.0,7.0,94.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,26.0,2.0,6.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,68.0,25.0,0.0,84.0,13.0,11.0,0.0,61.0,0.0,4.0,1.0,3.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,24.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,6.0,2.0,2.0,16.0,9.0,140.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,4.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,10.0,3.0,5.0,0.0,0.0,1.0,26.0,0.0,0.0,248.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,0.0,0.0,10.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,0.0,0.0,2.0,0.0,22.0,4.0,82.0,2.0,18.0,6.0,0.0,1.0,21.0,0.0,12.0,0.0,0.0,50.0,2.0,7.0,69.0,0.0,113.0,2.0,0.0,8.0,0.0,24.0,11.0,0.0,15.0,41.0,0.0,1.0,0.0,3.0,0.0,45.0,4.0,8.0,0.0,13.0,1.0,96.0,0.0,0.0,145.0,0.0,7.0,159.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,22.0,4.0,2.0,2.0,8.0,3.0,0.0,0.0,2.0,0.0,72.0,30.0,1.0,64.0,18.0,13.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,8.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,18.0,1.0,19.0,36.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,7.0,1.0,1.0,16.0,23.0,115.0,0.0,0.0,1.0,4.0,54.0,0.0,0.0,11.0,0.0,8.0,28.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,1.0,3.0,8.0,1.0,0.0,0.0,15.0,0.0,0.0,264.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0
